genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,skin_color_score,flesh_firmness_kg,disease_resistance_score,tree_vigor_score,yield_kg_per_tree,days_to_maturity,fruit_length_mm,fruit_width_mm
MNG-2018-0009,mango,Hoedspruit_A,2023-2024,3,B2,1,26,2024-02-29,TM_01,351.02,15.85,5.0,4.59,3.0,6.0,69.37,149.27,121.34,85.48
MNG-2018-0010,mango,Hoedspruit_A,2023-2024,1,B1,11,1,2024-02-10,TM_01,383.73,17.65,5.0,5.03,2.0,5.0,57.92,129.23,128.57,68.83
MNG-2018-0010,mango,Hoedspruit_A,2023-2024,2,B2,5,29,2024-01-17,TM_03,359.54,16.36,5.0,3.82,2.0,4.0,36.24,127.67,102.72,63.99
MNG-2018-0010,mango,Hoedspruit_A,2023-2024,3,B3,7,20,2024-02-29,TM_03,388.64,17.18,5.0,3.95,1.0,5.0,62.94,125.79,116.8,67.48
MNG-2018-0011,mango,Hoedspruit_A,2023-2024,1,B1,7,2,2024-02-27,JN_01,342.44,18.42,5.0,4.83,6.0,6.0,58.16,132.65,117.77,55.17
MNG-2018-0011,mango,Hoedspruit_A,2023-2024,2,B3,19,7,2024-03-09,TM_02,372.94,18.94,6.0,3.98,3.0,5.0,61.63,146.95,122.59,67.32
MNG-2018-0011,mango,Hoedspruit_A,2023-2024,3,B1,13,22,2024-01-24,JN_01,326.17,19.65,6.0,5.89,3.0,,55.96,140.37,136.86,61.44
MNG-2018-0012,mango,Hoedspruit_A,2023-2024,1,B1,12,13,2024-02-05,JN_01,358.83,17.52,6.0,2.82,5.0,5.0,110.9,126.83,117.35,65.01
MNG-2018-0012,mango,Hoedspruit_A,2023-2024,2,B4,18,11,2024-02-04,JN_01,405.58,16.33,3.0,2.84,5.0,4.0,74.76,142.98,134.69,81.35
MNG-2018-0012,mango,Hoedspruit_A,2023-2024,3,B4,8,22,2024-01-29,TM_01,403.32,18.31,5.0,1.61,6.0,6.0,64.37,147.71,128.55,78.88
MNG-2018-0013,mango,Hoedspruit_A,2023-2024,1,B2,5,22,2024-02-11,TM_03,313.0,17.1,7.0,7.07,6.0,7.0,105.1,117.28,110.7,
MNG-2018-0013,mango,Hoedspruit_A,2023-2024,2,B3,18,24,2024-02-15,TM_02,296.56,16.74,,6.01,6.0,6.0,89.99,123.96,88.52,69.3
MNG-2018-0013,mango,Hoedspruit_A,2023-2024,3,B1,2,17,2024-02-05,JN_01,304.92,17.65,5.0,7.21,6.0,6.0,119.74,124.6,101.7,71.79
MNG-2018-0014,mango,Hoedspruit_A,2023-2024,1,B3,14,16,2024-01-29,TM_03,335.17,12.88,6.0,3.41,4.0,4.0,102.19,148.72,143.08,109.82
MNG-2018-0014,mango,Hoedspruit_A,2023-2024,2,B4,6,20,2024-03-11,TM_03,361.21,13.51,6.0,4.83,3.0,4.0,82.7,162.09,148.48,109.2
MNG-2018-0014,mango,Hoedspruit_A,2023-2024,3,B2,11,22,2024-02-08,TM_02,326.5,13.47,7.0,4.94,2.0,3.0,81.43,-146.69,135.67,113.66
MNG-2018-0015,mango,Hoedspruit_A,2023-2024,2,B1,14,4,2024-02-07,TM_01,417.63,17.31,4.0,4.82,5.0,6.0,61.78,133.34,124.75,83.03
MNG-2018-0016,mango,Hoedspruit_A,2023-2024,1,B1,13,18,2024-01-23,TM_01,311.94,17.79,4.0,4.23,4.0,6.0,74.63,158.94,102.5,69.0
MNG-2018-0016,mango,Hoedspruit_A,2023-2024,2,B1,10,1,2024-02-25,TM_02,332.7,13.52,3.0,2.65,5.0,7.0,78.79,133.91,115.12,73.62
MNG-2018-0016,mango,Hoedspruit_A,2023-2024,3,B3,16,27,2024-01-29,JN_01,371.12,13.38,4.0,3.17,6.0,8.0,81.08,164.59,111.86,66.38
MNG-2018-0017,mango,Hoedspruit_A,2023-2024,1,B2,8,5,2024-01-25,TM_02,365.17,15.65,7.0,,7.0,4.0,91.22,163.02,106.09,76.91
MNG-2018-0017,mango,Hoedspruit_A,2023-2024,2,B1,12,24,2024-01-31,TM_02,357.08,14.86,9.0,4.27,5.0,3.0,109.51,141.25,103.12,81.86
MNG-2018-0017,mango,Hoedspruit_A,2023-2024,3,B4,3,14,2024-02-07,JN_01,297.34,14.8,7.0,3.73,7.0,5.0,115.75,140.68,111.53,88.13
MNG-2018-0018,mango,Hoedspruit_A,2023-2024,1,B2,3,19,2024-01-17,TM_03,300.35,17.02,5.0,2.43,3.0,6.0,122.83,141.85,116.6,84.24
MNG-2018-0018,mango,Hoedspruit_A,2023-2024,2,B4,3,28,2024-03-01,JN_01,353.04,18.63,4.0,4.27,3.0,6.0,115.16,143.8,114.46,78.86
MNG-2018-0018,mango,Hoedspruit_A,2023-2024,3,B1,13,23,2024-01-23,TM_02,346.0,18.25,4.0,,3.0,7.0,137.25,,110.26,87.87
MNG-2018-0019,mango,Hoedspruit_A,2023-2024,1,B4,19,20,2024-03-02,TM_02,403.89,19.91,4.0,6.6,6.0,6.0,93.93,131.52,90.89,90.59
MNG-2018-0019,mango,Hoedspruit_A,2023-2024,2,B1,1,1,2024-01-26,TM_01,382.71,15.88,5.0,7.01,7.0,8.0,90.81,127.87,89.81,90.36
MNG-2018-0019,mango,Hoedspruit_A,2023-2024,3,B3,11,15,2024-02-27,TM_01,442.91,15.39,4.0,5.12,5.0,8.0,98.83,116.09,,99.42
MNG-2018-0020,mango,Hoedspruit_A,2023-2024,1,B1,17,28,2024-02-13,TM_02,452.68,17.41,5.0,6.42,4.0,5.0,91.11,132.65,94.59,65.71
MNG-2018-0020,mango,Hoedspruit_A,2023-2024,2,B3,4,20,2024-02-17,JN_01,405.43,17.51,5.0,7.14,4.0,5.0,106.14,139.39,101.85,82.25
MNG-2018-0020,mango,Hoedspruit_A,2023-2024,3,B1,19,19,2024-02-03,TM_01,407.2,14.83,6.0,7.16,3.0,3.0,91.49,126.63,116.04,69.56
MNG-2018-0021,mango,Hoedspruit_A,2023-2024,1,B3,13,3,2024-02-05,JN_01,379.01,19.27,7.0,,1.0,6.0,61.74,123.33,,73.01
MNG-2018-0021,mango,Hoedspruit_A,2023-2024,2,B1,18,1,2024-03-07,TM_01,376.63,19.54,5.0,4.61,1.0,5.0,59.2,119.67,86.85,74.46
MNG-2018-0021,mango,Hoedspruit_A,2023-2024,3,B3,19,1,2024-02-01,JN_01,317.94,18.51,6.0,5.47,1.0,6.0,74.65,122.65,101.04,74.95
MNG-2018-0022,mango,Hoedspruit_A,2023-2024,1,B4,10,29,2024-03-06,TM_02,419.29,15.13,4.0,4.35,5.0,7.0,76.98,172.56,119.05,71.22
MNG-2018-0022,mango,Hoedspruit_A,2023-2024,2,B4,10,19,2024-02-16,TM_02,420.09,15.04,6.0,3.99,3.0,7.0,104.8,160.81,112.77,82.93
MNG-2018-0022,mango,Hoedspruit_A,2023-2024,3,B1,7,7,2024-02-14,JN_01,356.79,14.5,5.0,,4.0,8.0,74.28,154.55,111.45,71.03
MNG-2018-0023,mango,Hoedspruit_A,2023-2024,1,B3,15,26,2024-02-04,TM_01,339.39,18.33,5.0,1.51,5.0,5.0,117.28,175.93,101.13,81.84
MNG-2018-0023,mango,Hoedspruit_A,2023-2024,2,B3,2,7,2024-02-24,TM_01,354.54,15.95,6.0,4.5,4.0,7.0,127.83,157.95,104.95,85.88
MNG-2018-0023,mango,Hoedspruit_A,2023-2024,3,B1,15,16,2024-02-21,TM_01,362.17,16.82,4.0,2.31,5.0,6.0,132.91,167.57,91.98,69.38
MNG-2018-0024,mango,Hoedspruit_A,2023-2024,1,B4,19,18,2024-02-29,TM_01,338.08,15.34,6.0,7.45,5.0,5.0,39.11,134.61,81.41,64.3
MNG-2018-0024,mango,Hoedspruit_A,2023-2024,2,B1,3,29,2024-01-29,TM_02,345.8,14.93,6.0,5.47,4.0,5.0,23.19,132.45,84.25,70.26
MNG-2018-0025,mango,Hoedspruit_A,2023-2024,1,B1,11,4,2024-02-03,TM_03,312.97,,3.0,2.66,8.0,5.0,62.81,164.02,176.34,65.61
MNG-2018-0025,mango,Hoedspruit_A,2023-2024,2,B2,3,10,2024-02-01,JN_01,277.22,16.24,3.0,1.79,8.0,4.0,38.62,164.47,162.93,73.85
MNG-2018-0025,mango,Hoedspruit_A,2023-2024,3,B4,1,26,2024-03-11,TM_03,347.19,17.07,4.0,3.38,,,54.34,167.82,158.54,73.32
MNG-2018-0026,mango,Hoedspruit_A,2023-2024,1,B3,14,16,2024-02-12,JN_01,274.64,17.38,7.0,3.94,5.0,7.0,88.17,142.32,98.99,65.18
MNG-2018-0026,mango,Hoedspruit_A,2023-2024,2,B3,16,3,2024-03-10,TM_01,332.3,17.4,8.0,5.21,5.0,6.0,76.91,138.64,98.52,59.7
MNG-2018-0026,mango,Hoedspruit_A,2023-2024,3,B2,11,4,2024-02-04,TM_01,328.02,17.88,7.0,4.15,4.0,6.0,76.11,127.04,97.05,68.18
MNG-2019-0001,mango,Hoedspruit_A,2023-2024,1,B1,1,20,2024-02-25,TM_01,406.63,15.23,8.0,1.88,5.0,7.0,93.1,150.54,104.75,82.11
MNG-2019-0001,mango,Hoedspruit_A,2023-2024,2,B2,13,27,2024-02-20,TM_02,382.48,15.43,6.0,3.62,8.0,7.0,96.91,154.7,107.16,74.03
MNG-2019-0001,mango,Hoedspruit_A,2023-2024,3,B1,3,4,2024-02-14,JN_01,351.34,16.56,6.0,3.46,5.0,7.0,88.51,138.7,118.89,72.48
MNG-2019-0002,mango,Hoedspruit_A,2023-2024,1,B3,7,20,2024-01-23,TM_03,318.19,18.6,6.0,7.55,7.0,6.0,56.09,131.73,118.07,86.2
MNG-2019-0002,mango,Hoedspruit_A,2023-2024,2,B4,12,2,2024-03-09,TM_02,321.79,17.4,5.0,7.5,7.0,6.0,62.09,,129.83,78.86
MNG-2019-0002,mango,Hoedspruit_A,2023-2024,3,B2,4,19,2024-02-02,TM_01,320.65,18.85,3.0,7.23,7.0,6.0,61.44,127.14,132.28,87.53
MNG-2019-0003,mango,Hoedspruit_A,2023-2024,1,B1,17,20,2024-01-29,TM_01,420.47,10.89,7.0,4.67,3.0,5.0,96.07,,113.7,73.1
MNG-2019-0003,mango,Hoedspruit_A,2023-2024,2,B2,15,29,2024-02-08,TM_03,408.78,13.62,6.0,6.32,5.0,5.0,77.21,143.52,109.27,82.16
MNG-2019-0003,mango,Hoedspruit_A,2023-2024,3,B3,16,27,2024-01-16,TM_03,371.85,13.92,6.0,4.77,1.0,5.0,86.93,137.69,113.64,72.95
MNG-2019-0004,mango,Hoedspruit_A,2023-2024,1,B2,4,18,2024-01-27,JN_01,324.69,19.23,7.0,0.38,5.0,6.0,93.65,148.52,74.11,85.66
MNG-2019-0004,mango,Hoedspruit_A,2023-2024,2,B4,2,19,2024-02-15,JN_01,320.9,,7.0,0.67,4.0,6.0,93.93,133.4,68.96,72.86
MNG-2019-0004,mango,Hoedspruit_A,2023-2024,3,B3,17,29,2024-03-10,JN_01,322.39,16.63,8.0,-0.22,5.0,6.0,104.82,131.83,77.94,85.76
MNG-2019-0005,mango,Hoedspruit_A,2023-2024,1,B3,4,13,2024-02-28,JN_01,435.37,,6.0,3.53,5.0,3.0,,155.37,114.4,93.03
MNG-2019-0005,mango,Hoedspruit_A,2023-2024,2,B1,6,1,2024-01-23,JN_01,435.89,15.57,7.0,4.13,5.0,4.0,79.61,158.86,109.56,91.16
MNG-2019-0005,mango,Hoedspruit_A,2023-2024,3,B2,7,7,2024-02-02,JN_01,432.91,13.14,7.0,4.6,4.0,3.0,69.64,158.1,124.52,100.99
MNG-2019-0006,mango,Hoedspruit_A,2023-2024,1,B2,19,14,2024-01-15,TM_01,373.05,17.21,8.0,6.4,6.0,4.0,92.29,124.7,127.78,72.81
MNG-2019-0006,mango,Hoedspruit_A,2023-2024,2,B4,11,20,2024-02-13,JN_01,367.33,17.63,8.0,4.82,5.0,5.0,211.19,131.68,114.09,83.03
MNG-2019-0006,mango,Hoedspruit_A,2023-2024,3,B1,4,17,2024-02-24,TM_03,400.76,18.66,7.0,5.4,7.0,5.0,88.0,135.08,119.72,70.78
MNG-2019-0007,mango,Hoedspruit_A,2023-2024,1,B1,18,10,2024-01-27,TM_01,351.97,16.66,8.0,5.07,7.0,6.0,41.57,145.67,78.51,68.48
MNG-2019-0007,mango,Hoedspruit_A,2023-2024,2,B1,9,19,2024-02-07,TM_02,380.39,17.85,1.0,4.89,8.0,5.0,50.81,149.14,100.38,76.97
MNG-2019-0007,mango,Hoedspruit_A,2023-2024,3,B1,8,19,2024-02-12,JN_01,354.87,17.06,7.0,3.17,8.0,6.0,54.91,135.38,98.83,73.05
MNG-2019-0008,mango,Hoedspruit_A,2023-2024,1,B2,17,11,2024-02-29,TM_02,436.66,17.78,5.0,3.24,6.0,5.0,55.88,140.29,123.95,96.04
MNG-2019-0008,mango,Hoedspruit_A,2023-2024,2,B4,13,6,2024-01-23,TM_01,414.4,19.91,5.0,1.57,4.0,2.0,61.31,150.79,120.65,87.11
MNG-2019-0008,mango,Hoedspruit_A,2023-2024,3,B3,1,19,2024-02-16,TM_02,413.35,17.45,4.0,5.0,6.0,2.0,70.4,146.8,118.57,82.35
MNG-2019-0009,mango,Hoedspruit_A,2023-2024,1,B2,16,29,2024-02-07,TM_03,258.47,17.7,5.0,5.05,8.0,4.0,75.24,151.5,95.15,104.58
MNG-2019-0009,mango,Hoedspruit_A,2023-2024,2,B1,16,4,2024-02-08,JN_01,262.08,18.54,6.0,4.89,7.0,4.0,66.93,146.46,92.3,84.27
MNG-2019-0009,mango,Hoedspruit_A,2023-2024,3,B3,5,16,2024-01-24,TM_03,248.13,16.42,8.0,6.09,8.0,4.0,66.09,152.81,85.7,102.12
MNG-2019-0010,mango,Hoedspruit_A,2023-2024,1,B3,19,17,2024-01-23,TM_02,419.26,15.38,6.0,6.4,7.0,6.0,110.41,142.72,96.91,64.38
MNG-2019-0010,mango,Hoedspruit_A,2023-2024,2,B2,17,12,2024-03-07,TM_01,352.93,19.25,5.0,4.67,6.0,4.0,91.53,130.96,104.0,74.1
MNG-2019-0010,mango,Hoedspruit_A,2023-2024,3,B4,18,17,2024-02-25,TM_02,400.03,17.96,5.0,5.02,6.0,5.0,72.3,150.74,88.26,74.75
MNG-2019-0011,mango,Hoedspruit_A,2023-2024,1,B3,13,25,2024-02-08,TM_03,344.6,16.1,6.0,3.92,3.0,7.0,76.55,129.37,115.89,89.06
MNG-2019-0011,mango,Hoedspruit_A,2023-2024,2,B1,5,5,2024-01-22,TM_01,353.58,18.69,8.0,2.18,4.0,6.0,71.58,124.08,124.12,93.51
MNG-2019-0011,mango,Hoedspruit_A,2023-2024,3,B3,19,18,2024-02-02,TM_01,400.52,18.18,7.0,2.39,4.0,7.0,34.26,131.32,107.34,78.17
MNG-2019-0012,mango,Hoedspruit_A,2023-2024,1,B2,11,15,2024-03-04,TM_03,376.14,18.89,7.0,5.8,6.0,8.0,82.99,122.21,147.46,69.82
MNG-2019-0012,mango,Hoedspruit_A,2023-2024,2,B3,7,22,2024-03-05,JN_01,345.44,16.83,7.0,19.26,5.0,7.0,68.01,98.94,125.99,81.54
MNG-2019-0013,mango,Hoedspruit_A,2023-2024,1,B3,1,1,2024-02-03,TM_03,352.5,19.45,3.0,2.91,2.0,5.0,105.66,146.85,106.27,64.55
MNG-2019-0013,mango,Hoedspruit_A,2023-2024,2,B2,17,8,2024-03-08,TM_01,366.93,19.42,4.0,1.8,1.0,4.0,87.67,144.41,127.32,64.67
MNG-2019-0013,mango,Hoedspruit_A,2023-2024,3,B2,17,19,2024-03-14,TM_01,346.55,20.79,3.0,1.53,3.0,5.0,84.98,147.19,114.16,65.37
MNG-2019-0014,mango,Hoedspruit_A,2023-2024,1,B3,4,17,2024-02-14,TM_03,274.97,16.86,5.0,3.68,8.0,5.0,94.94,128.82,117.31,75.27
MNG-2019-0014,mango,Hoedspruit_A,2023-2024,2,B2,19,11,2024-03-14,TM_02,236.48,17.24,6.0,4.71,6.0,4.0,85.2,145.79,114.45,68.26
MNG-2019-0014,mango,Hoedspruit_A,2023-2024,3,B2,2,21,2024-02-22,TM_03,296.44,17.3,5.0,3.92,5.0,6.0,107.39,149.33,143.88,67.7
MNG-2019-0015,mango,Hoedspruit_A,2023-2024,1,B4,4,7,2024-02-19,JN_01,359.99,17.43,7.0,3.83,6.0,6.0,71.72,146.19,67.9,72.48
MNG-2019-0015,mango,Hoedspruit_A,2023-2024,2,B3,4,21,2024-02-25,TM_03,392.09,17.53,8.0,4.41,5.0,6.0,75.91,142.09,78.69,71.59
MNG-2019-0015,mango,Hoedspruit_A,2023-2024,3,B4,8,11,2024-01-29,TM_03,,18.82,7.0,4.23,7.0,6.0,81.91,133.81,70.61,66.86
MNG-2019-0016,mango,Hoedspruit_A,2023-2024,1,B3,19,23,2024-02-16,TM_01,295.59,12.08,4.0,5.37,4.0,7.0,103.0,163.11,120.07,99.49
MNG-2019-0016,mango,Hoedspruit_A,2023-2024,2,B2,14,10,2024-01-20,TM_02,264.42,11.87,3.0,6.12,5.0,7.0,87.9,16.52,100.28,101.26
MNG-2019-0016,mango,Hoedspruit_A,2023-2024,3,B3,15,20,2024-02-26,TM_01,289.24,10.93,5.0,5.7,3.0,6.0,96.71,159.8,114.79,89.29
MNG-2019-0017,mango,Hoedspruit_A,2023-2024,1,B3,8,18,2024-02-11,TM_02,336.93,14.4,6.0,,3.0,5.0,102.53,156.82,91.42,87.74
MNG-2019-0017,mango,Hoedspruit_A,2023-2024,2,B3,9,19,2024-03-10,JN_01,378.87,14.42,5.0,1.84,3.0,5.0,84.98,153.09,90.64,84.0
MNG-2019-0017,mango,Hoedspruit_A,2023-2024,3,B4,2,29,2024-01-28,TM_02,348.6,15.94,5.0,2.15,4.0,5.0,100.07,153.49,79.57,87.54
MNG-2019-0018,mango,Hoedspruit_A,2023-2024,1,B4,10,11,2024-03-05,JN_01,288.25,18.31,5.0,1.29,7.0,4.0,87.42,128.73,87.68,83.78
MNG-2019-0018,mango,Hoedspruit_A,2023-2024,2,B3,2,12,2024-01-25,TM_01,325.64,17.2,6.0,1.81,7.0,5.0,67.32,132.23,90.1,85.66
MNG-2019-0018,mango,Hoedspruit_A,2023-2024,3,B4,8,29,2024-03-11,TM_01,303.61,17.78,5.0,1.37,2.0,4.0,82.58,130.73,104.86,88.43
MNG-2019-0019,mango,Hoedspruit_A,2023-2024,1,B1,17,16,2024-03-13,TM_01,307.61,16.03,6.0,6.22,5.0,4.0,107.16,140.21,126.94,80.79
MNG-2019-0019,mango,Hoedspruit_A,2023-2024,2,B2,8,6,2024-01-29,TM_02,337.94,15.72,6.0,6.2,5.0,4.0,100.0,136.18,134.82,79.05
MNG-2019-0019,mango,Hoedspruit_A,2023-2024,3,B3,19,25,2024-02-05,JN_01,341.4,18.49,7.0,6.6,4.0,3.0,103.85,139.64,135.8,87.33
MNG-2019-0020,mango,Hoedspruit_A,2023-2024,1,B4,7,15,2024-02-26,TM_02,346.51,18.61,8.0,7.87,6.0,5.0,123.35,139.48,123.88,80.44
MNG-2019-0020,mango,Hoedspruit_A,2023-2024,2,B4,15,24,2024-01-17,JN_01,320.16,19.27,7.0,7.64,4.0,5.0,108.45,135.46,111.98,76.37
MNG-2019-0020,mango,Hoedspruit_A,2023-2024,3,B2,5,14,2024-03-09,TM_03,339.43,17.94,,7.45,6.0,5.0,105.95,114.02,114.72,78.06
MNG-2019-0021,mango,Hoedspruit_A,2023-2024,1,B3,7,19,2024-02-11,TM_03,403.71,16.14,2.0,2.01,5.0,4.0,81.93,160.95,142.73,71.44
MNG-2019-0021,mango,Hoedspruit_A,2023-2024,2,B1,9,24,2024-03-14,TM_03,396.51,15.08,5.0,2.11,5.0,6.0,83.05,,123.97,69.41
MNG-2019-0021,mango,Hoedspruit_A,2023-2024,3,B2,10,21,2024-02-28,TM_02,385.47,15.34,4.0,1.5,3.0,4.0,74.9,164.62,124.64,63.41
MNG-2019-0022,mango,Hoedspruit_A,2023-2024,2,B1,18,3,2024-02-23,TM_03,299.44,16.83,8.0,3.33,6.0,4.0,86.44,141.56,109.42,108.6
MNG-2019-0022,mango,Hoedspruit_A,2023-2024,3,B3,17,14,2024-03-03,TM_01,359.03,14.58,5.0,5.23,6.0,6.0,91.68,139.2,111.9,109.62
MNG-2019-0023,mango,Hoedspruit_A,2023-2024,1,B2,18,9,2024-01-26,JN_01,322.9,19.71,6.0,5.24,5.0,6.0,76.67,158.12,94.81,89.92
MNG-2019-0023,mango,Hoedspruit_A,2023-2024,2,B1,5,21,2024-02-09,TM_03,330.3,20.54,5.0,4.41,5.0,5.0,55.96,145.88,100.06,79.74
MNG-2019-0023,mango,Hoedspruit_A,2023-2024,3,B3,1,5,2024-01-31,TM_03,299.11,21.72,4.0,4.51,6.0,5.0,60.18,153.09,96.87,83.3
MNG-2019-0024,mango,Hoedspruit_A,2023-2024,1,B4,13,24,2024-02-14,TM_01,431.04,17.32,6.0,4.28,6.0,6.0,54.75,139.25,81.5,69.47
MNG-2019-0024,mango,Hoedspruit_A,2023-2024,2,B4,10,21,2024-02-06,JN_01,407.3,18.49,5.0,4.67,4.0,5.0,57.23,136.55,84.51,64.65
MNG-2019-0024,mango,Hoedspruit_A,2023-2024,3,B2,4,25,2024-03-10,JN_01,441.19,17.87,3.0,5.86,5.0,6.0,43.31,134.21,86.93,59.13
MNG-2019-0025,mango,Hoedspruit_A,2023-2024,1,B2,3,19,2024-02-17,JN_01,407.98,17.82,4.0,2.41,1.0,4.0,130.65,142.84,96.3,89.84
MNG-2019-0025,mango,Hoedspruit_A,2023-2024,2,B2,16,14,2024-02-15,TM_01,376.64,,4.0,3.25,,5.0,123.55,135.94,93.74,82.72
MNG-2019-0025,mango,Hoedspruit_A,2023-2024,3,B2,3,14,2024-01-28,JN_01,404.49,19.13,5.0,3.03,3.0,5.0,118.94,140.85,97.13,77.14
MNG-2019-0026,mango,Hoedspruit_A,2023-2024,1,B1,15,10,2024-01-23,TM_03,286.61,18.3,7.0,5.35,7.0,6.0,107.09,132.56,143.98,102.38
MNG-2019-0026,mango,Hoedspruit_A,2023-2024,3,B2,4,11,2024-01-30,TM_01,302.05,16.24,6.0,5.32,7.0,5.0,114.04,137.61,132.07,94.74
MNG-2020-0001,mango,Hoedspruit_A,2023-2024,1,B2,19,9,2024-02-19,TM_03,292.64,17.14,7.0,4.76,7.0,4.0,128.93,144.95,116.96,94.13
MNG-2020-0001,mango,Hoedspruit_A,2023-2024,2,B2,18,21,2024-02-19,TM_03,316.8,15.86,6.0,4.94,7.0,6.0,,146.7,113.48,88.85
MNG-2020-0001,mango,Hoedspruit_A,2023-2024,3,B4,6,12,2024-02-18,TM_01,,16.56,8.0,5.35,8.0,6.0,105.66,144.1,113.7,97.24
MNG-2020-0002,mango,Hoedspruit_A,2023-2024,1,B3,13,20,2024-02-06,TM_03,342.48,15.06,6.0,4.38,3.0,6.0,67.13,149.29,67.94,69.62
MNG-2020-0002,mango,Hoedspruit_A,2023-2024,2,B4,17,28,2024-01-18,TM_02,362.23,16.17,6.0,4.73,3.0,6.0,53.76,157.09,80.11,73.39
