genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,acidity_percent,juice_content_ml,rind_thickness_mm,seed_count,yield_kg_per_tree,days_to_maturity
CIT-2020-0007,citrus,Hoedspruit_A,2025-2026,1,B3,5,10,2026-05-08,KM_01,176.77,12.1,1.22,99.75,4.55,7.0,135.14,243.55
CIT-2020-0007,citrus,Hoedspruit_A,2025-2026,2,B2,3,6,2026-06-08,TM_02,130.11,10.87,0.85,78.69,3.08,5.0,123.87,244.2
CIT-2020-0007,citrus,Hoedspruit_A,2025-2026,3,B1,7,23,2026-05-01,TM_01,165.59,14.31,1.59,70.68,4.66,6.0,132.19,252.92
CIT-2020-0008,citrus,Hoedspruit_A,2025-2026,1,B3,13,1,2026-05-13,KM_01,180.03,13.45,1.37,65.34,4.69,7.0,81.55,246.8
CIT-2020-0008,citrus,Hoedspruit_A,2025-2026,2,B3,10,10,2026-06-08,TM_02,164.99,13.34,1.56,81.54,4.03,13.0,82.65,243.4
CIT-2020-0008,citrus,Hoedspruit_A,2025-2026,3,B3,4,3,2026-05-31,KM_01,199.87,13.75,1.75,57.32,3.32,12.0,100.78,239.85
CIT-2020-0009,citrus,Hoedspruit_A,2025-2026,1,B2,6,12,2026-05-15,TM_01,161.76,13.76,1.14,84.03,4.55,7.0,146.51,228.27
CIT-2020-0009,citrus,Hoedspruit_A,2025-2026,2,B3,13,7,2026-06-03,TM_01,164.65,12.91,1.54,90.82,5.22,9.0,120.38,
CIT-2020-0009,citrus,Hoedspruit_A,2025-2026,3,B3,2,14,2026-05-15,KM_01,188.45,12.58,1.61,72.1,5.08,7.0,130.53,253.02
CIT-2020-0010,citrus,Hoedspruit_A,2025-2026,1,B2,10,12,2026-05-20,TM_02,188.05,9.99,1.22,93.04,5.17,8.0,126.58,
CIT-2020-0010,citrus,Hoedspruit_A,2025-2026,2,B2,14,6,2026-06-01,TM_02,195.19,11.55,1.4,106.25,4.15,17.0,130.36,256.54
CIT-2020-0010,citrus,Hoedspruit_A,2025-2026,3,B3,12,18,2026-06-08,KM_01,198.82,11.91,0.96,109.55,,9.0,82.91,271.36
CIT-2020-0011,citrus,Hoedspruit_A,2025-2026,1,B3,9,24,2026-05-21,TM_02,220.71,10.84,1.12,199.42,4.81,7.0,102.63,255.71
CIT-2020-0011,citrus,Hoedspruit_A,2025-2026,2,B3,11,15,2026-05-31,KM_01,146.03,12.16,1.12,119.13,3.25,7.0,125.64,234.79
CIT-2020-0011,citrus,Hoedspruit_A,2025-2026,3,B2,8,4,2026-06-06,KM_01,181.84,13.07,1.21,79.03,3.98,0.0,92.03,253.83
CIT-2020-0012,citrus,Hoedspruit_A,2025-2026,1,B1,9,17,2026-06-02,TM_02,160.79,12.4,1.35,74.43,4.3,8.0,122.99,249.37
CIT-2020-0012,citrus,Hoedspruit_A,2025-2026,2,B2,4,18,2026-05-01,TM_01,215.65,11.62,1.31,79.78,5.84,10.0,136.14,251.26
CIT-2020-0012,citrus,Hoedspruit_A,2025-2026,3,B1,8,14,2026-05-23,KM_01,182.14,13.05,1.03,67.59,6.43,8.0,128.91,243.87
CIT-2020-0013,citrus,Hoedspruit_A,2025-2026,1,B3,1,12,2026-05-03,TM_01,482.59,10.2,0.57,98.08,4.24,8.0,118.13,254.55
CIT-2020-0013,citrus,Hoedspruit_A,2025-2026,2,B1,1,12,2026-05-04,KM_01,186.93,10.87,0.44,102.31,5.3,9.0,107.62,250.23
CIT-2020-0013,citrus,Hoedspruit_A,2025-2026,3,B1,8,2,2026-05-14,TM_01,162.55,11.07,0.34,86.28,4.1,9.0,126.49,216.93
CIT-2020-0014,citrus,Hoedspruit_A,2025-2026,1,B3,7,23,2026-05-07,TM_02,161.17,7.8,1.04,65.01,5.81,9.0,117.62,232.95
CIT-2020-0014,citrus,Hoedspruit_A,2025-2026,2,B1,12,18,2026-05-27,KM_01,178.98,11.51,1.12,47.32,4.85,15.0,91.87,240.73
CIT-2020-0014,citrus,Hoedspruit_A,2025-2026,3,B3,2,13,2026-05-09,TM_02,164.68,7.35,1.1,68.09,4.34,10.0,,237.89
CIT-2020-0015,citrus,Hoedspruit_A,2025-2026,1,B3,1,9,2026-06-01,TM_01,186.5,10.59,0.85,,3.75,6.0,141.71,254.25
CIT-2020-0015,citrus,Hoedspruit_A,2025-2026,2,B2,6,2,2026-06-14,TM_01,200.02,10.3,0.76,87.8,3.31,9.0,189.45,243.58
CIT-2020-0015,citrus,Hoedspruit_A,2025-2026,3,B3,5,4,2026-06-12,KM_01,209.77,10.85,0.46,77.83,3.33,8.0,143.85,219.62
CIT-2020-0016,citrus,Hoedspruit_A,2025-2026,1,B1,12,23,2026-05-08,TM_02,154.24,12.13,1.55,101.2,4.86,10.0,108.8,265.68
CIT-2020-0016,citrus,Hoedspruit_A,2025-2026,2,B1,8,16,2026-05-09,KM_01,166.08,11.12,1.28,100.64,5.07,15.0,135.85,256.12
CIT-2020-0016,citrus,Hoedspruit_A,2025-2026,3,B3,13,16,2026-05-19,TM_01,149.27,12.97,1.87,94.31,4.78,10.0,139.63,250.56
CIT-2020-0017,citrus,Hoedspruit_A,2025-2026,1,B3,9,4,2026-06-07,TM_02,226.87,12.51,1.34,74.39,3.34,10.0,124.43,219.28
CIT-2020-0017,citrus,Hoedspruit_A,2025-2026,2,B2,7,24,2026-05-22,TM_01,170.74,10.72,1.39,74.47,4.09,4.0,135.69,241.65
CIT-2020-0017,citrus,Hoedspruit_A,2025-2026,3,B3,6,12,2026-05-16,TM_02,198.21,10.54,0.37,86.85,4.73,8.0,144.35,213.45
CIT-2021-0001,citrus,Hoedspruit_A,2025-2026,1,B1,10,24,2026-06-13,TM_02,228.08,10.87,0.73,68.32,5.45,7.0,112.45,236.03
CIT-2021-0001,citrus,Hoedspruit_A,2025-2026,3,B1,4,2,2026-05-04,TM_02,160.66,11.49,0.93,77.16,4.95,15.0,143.0,239.78
CIT-2021-0002,citrus,Hoedspruit_A,2025-2026,1,B2,5,19,2026-05-20,TM_02,166.87,11.41,1.37,92.42,3.37,14.0,145.34,228.44
CIT-2021-0002,citrus,Hoedspruit_A,2025-2026,2,B2,2,11,2026-06-09,TM_01,163.55,10.9,1.3,67.15,4.56,7.0,97.63,231.97
CIT-2021-0002,citrus,Hoedspruit_A,2025-2026,3,B1,8,8,2026-05-06,TM_02,173.83,13.8,0.93,66.78,3.89,6.0,142.42,224.28
CIT-2021-0003,citrus,Hoedspruit_A,2025-2026,1,B1,8,24,2026-05-18,KM_01,209.5,12.67,1.35,72.71,3.82,8.0,96.27,246.46
CIT-2021-0003,citrus,Hoedspruit_A,2025-2026,2,B3,7,12,2026-06-07,TM_02,167.69,12.4,1.15,109.31,3.76,8.0,116.53,240.62
CIT-2021-0003,citrus,Hoedspruit_A,2025-2026,3,B3,1,20,2026-05-14,KM_01,188.89,11.85,1.34,91.2,4.16,8.0,137.74,250.57
CIT-2021-0004,citrus,Hoedspruit_A,2025-2026,1,B2,4,9,2026-05-30,TM_02,203.09,11.91,1.05,72.54,5.0,9.0,101.15,215.27
CIT-2021-0004,citrus,Hoedspruit_A,2025-2026,2,B1,1,24,2026-05-16,KM_01,193.57,13.33,0.46,72.8,7.08,10.0,99.2,221.97
CIT-2021-0004,citrus,Hoedspruit_A,2025-2026,3,B1,4,7,2026-06-03,KM_01,174.86,13.54,0.84,56.54,5.07,4.0,87.59,240.22
CIT-2021-0005,citrus,Hoedspruit_A,2025-2026,1,B2,13,5,2026-05-27,TM_02,215.49,12.28,1.18,51.39,5.32,12.0,133.09,228.0
CIT-2021-0005,citrus,Hoedspruit_A,2025-2026,2,B2,12,24,2026-05-27,TM_01,190.21,10.47,1.76,48.1,3.97,7.0,68.33,229.61
CIT-2021-0005,citrus,Hoedspruit_A,2025-2026,3,B2,6,15,2026-05-17,TM_02,217.57,9.88,1.44,69.47,1.25,10.0,89.66,27.26
CIT-2021-0006,citrus,Hoedspruit_A,2025-2026,1,B3,14,1,2026-06-02,TM_02,147.94,12.85,1.35,93.69,4.33,9.0,121.75,234.24
CIT-2021-0006,citrus,Hoedspruit_A,2025-2026,2,B3,4,23,2026-05-14,TM_02,161.88,12.45,1.48,48.22,5.23,7.0,148.75,251.61
CIT-2021-0006,citrus,Hoedspruit_A,2025-2026,3,B3,2,6,2026-05-05,KM_01,148.87,10.8,1.34,76.81,4.98,2.0,116.29,255.64
CIT-2021-0007,citrus,Hoedspruit_A,2025-2026,1,B1,12,9,2026-06-01,KM_01,214.09,12.09,0.65,99.96,5.86,7.0,106.78,261.99
CIT-2021-0007,citrus,Hoedspruit_A,2025-2026,2,B1,1,20,2026-06-10,TM_01,199.31,13.17,1.03,98.8,6.08,0.0,112.42,279.94
CIT-2021-0007,citrus,Hoedspruit_A,2025-2026,3,B1,7,21,2026-05-15,KM_01,238.92,10.0,1.6,,5.87,1.0,143.26,264.28
