genotype_id,crop,site,season,rep,block,row,tree_position,evaluation_date,evaluator,fruit_weight_g,brix_content,acidity_percent,juice_content_ml,rind_thickness_mm,seed_count,yield_kg_per_tree,days_to_maturity
CIT-2018-0011,citrus,Hoedspruit_A,2024-2025,1,B2,13,17,2025-06-04,TM_02,203.21,11.73,2.16,,5.44,10.0,129.66,233.63
CIT-2018-0011,citrus,Hoedspruit_A,2024-2025,2,B3,6,5,2025-06-09,KM_01,146.67,9.91,1.42,74.15,3.87,7.0,144.3,243.69
CIT-2018-0012,citrus,Hoedspruit_A,2024-2025,1,B2,9,5,2025-05-15,TM_02,183.19,9.71,1.32,86.86,2.03,5.0,134.08,252.19
CIT-2018-0012,citrus,Hoedspruit_A,2024-2025,2,B1,11,18,2025-05-03,TM_02,175.97,9.05,1.01,71.32,4.4,2.0,145.28,249.87
CIT-2018-0012,citrus,Hoedspruit_A,2024-2025,3,B1,3,17,2025-05-27,TM_02,191.29,12.49,2.01,102.27,4.69,1.0,146.56,217.95
CIT-2018-0013,citrus,Hoedspruit_A,2024-2025,1,B3,12,20,2025-05-09,TM_01,189.47,12.1,1.65,98.51,4.7,14.0,126.71,216.11
CIT-2018-0013,citrus,Hoedspruit_A,2024-2025,2,B3,13,1,2025-05-02,KM_01,146.08,11.22,1.27,67.59,3.2,7.0,120.68,228.75
CIT-2018-0013,citrus,Hoedspruit_A,2024-2025,3,B2,6,9,2025-05-13,KM_01,187.45,13.41,1.08,116.13,4.12,16.0,127.85,246.11
CIT-2018-0014,citrus,Hoedspruit_A,2024-2025,1,B3,9,19,2025-06-07,KM_01,192.72,11.3,1.03,76.81,4.92,9.0,139.45,234.6
CIT-2018-0014,citrus,Hoedspruit_A,2024-2025,2,B2,2,16,2025-05-24,TM_01,122.19,12.18,1.24,82.17,4.3,14.0,125.49,208.76
CIT-2018-0014,citrus,Hoedspruit_A,2024-2025,3,B1,4,11,2025-06-12,TM_02,165.69,10.99,1.05,98.7,5.82,14.0,137.53,228.32
CIT-2018-0015,citrus,Hoedspruit_A,2024-2025,1,B1,5,15,2025-05-05,TM_02,170.98,8.76,0.43,61.65,2.97,10.0,143.41,248.34
CIT-2018-0015,citrus,Hoedspruit_A,2024-2025,2,B2,11,4,2025-05-29,KM_01,191.51,9.96,1.59,97.12,2.93,9.0,115.04,258.1
CIT-2018-0015,citrus,Hoedspruit_A,2024-2025,3,B3,13,18,2025-06-10,TM_02,174.68,9.31,1.41,90.37,3.25,5.0,,241.54
CIT-2018-0016,citrus,Hoedspruit_A,2024-2025,1,B1,12,3,2025-05-25,TM_01,,11.38,1.81,83.92,2.97,6.0,135.13,241.56
CIT-2018-0016,citrus,Hoedspruit_A,2024-2025,2,B2,11,6,2025-05-22,TM_02,186.91,10.39,1.42,75.19,4.0,5.0,71.69,242.06
CIT-2018-0016,citrus,Hoedspruit_A,2024-2025,3,B2,2,4,2025-05-28,TM_02,155.63,9.73,1.78,85.1,5.45,5.0,96.84,237.5
CIT-2018-0017,citrus,Hoedspruit_A,2024-2025,1,B2,9,8,2025-06-02,KM_01,228.21,11.32,0.97,86.42,3.95,9.0,150.2,225.82
CIT-2018-0017,citrus,Hoedspruit_A,2024-2025,2,B3,10,19,2025-05-30,TM_01,195.91,11.08,,97.25,2.65,17.0,125.45,223.67
CIT-2018-0017,citrus,Hoedspruit_A,2024-2025,3,B1,10,6,2025-06-11,TM_01,177.71,12.01,1.07,110.65,4.87,14.0,112.29,236.7
CIT-2019-0001,citrus,Hoedspruit_A,2024-2025,1,B2,12,11,2025-06-03,TM_02,202.77,12.9,1.33,106.75,3.67,16.0,110.6,254.59
CIT-2019-0001,citrus,Hoedspruit_A,2024-2025,2,B2,1,1,2025-05-20,KM_01,168.56,11.01,1.43,61.64,3.93,,,223.79
CIT-2019-0001,citrus,Hoedspruit_A,2024-2025,3,B1,12,11,2025-05-08,TM_02,165.26,11.76,1.75,96.26,5.61,10.0,96.06,212.92
CIT-2019-0002,citrus,Hoedspruit_A,2024-2025,1,B2,8,19,2025-05-07,KM_01,211.25,11.91,1.79,112.06,5.16,10.0,127.27,241.72
CIT-2019-0002,citrus,Hoedspruit_A,2024-2025,2,B3,4,11,2025-06-12,KM_01,197.76,13.46,0.93,116.79,4.48,7.0,134.97,248.32
CIT-2019-0002,citrus,Hoedspruit_A,2024-2025,3,B1,11,15,2025-05-24,TM_02,165.84,12.29,1.49,68.33,4.93,7.0,119.88,251.42
CIT-2019-0003,citrus,Hoedspruit_A,2024-2025,1,B3,9,7,2025-05-06,TM_01,171.42,11.27,0.83,82.02,4.55,8.0,118.47,245.2
CIT-2019-0003,citrus,Hoedspruit_A,2024-2025,2,B3,14,12,2025-05-17,TM_02,159.62,12.02,0.86,80.3,5.76,12.0,132.66,257.35
CIT-2019-0003,citrus,Hoedspruit_A,2024-2025,3,B1,2,3,2025-05-08,TM_01,123.35,,1.05,81.9,4.9,,138.89,257.43
CIT-2019-0004,citrus,Hoedspruit_A,2024-2025,1,B2,8,10,2025-05-06,KM_01,115.58,9.97,0.75,81.8,4.03,16.0,159.88,244.71
CIT-2019-0004,citrus,Hoedspruit_A,2024-2025,2,B3,10,13,2025-06-02,TM_02,131.53,12.02,0.37,86.91,5.08,5.0,102.61,225.42
CIT-2019-0004,citrus,Hoedspruit_A,2024-2025,3,B2,3,14,2025-05-21,TM_02,140.42,10.53,0.84,88.61,4.14,10.0,77.25,247.56
CIT-2019-0005,citrus,Hoedspruit_A,2024-2025,1,B3,10,15,2025-05-26,KM_01,164.96,12.23,1.39,93.19,4.9,11.0,132.56,244.23
CIT-2019-0005,citrus,Hoedspruit_A,2024-2025,2,B2,3,19,2025-05-02,TM_02,189.23,13.21,1.36,78.38,5.53,13.0,114.84,
CIT-2019-0005,citrus,Hoedspruit_A,2024-2025,3,B1,14,20,2025-05-26,KM_01,158.23,12.12,1.37,71.51,4.18,6.0,121.63,260.24
CIT-2019-0006,citrus,Hoedspruit_A,2024-2025,1,B2,6,11,2025-06-12,KM_01,153.54,14.28,1.15,117.88,3.68,9.0,134.61,251.63
CIT-2019-0006,citrus,Hoedspruit_A,2024-2025,2,B3,4,7,2025-06-06,KM_01,183.01,10.68,0.95,118.77,4.53,6.0,148.57,255.96
CIT-2019-0006,citrus,Hoedspruit_A,2024-2025,3,B1,9,21,2025-06-01,TM_01,136.81,14.64,0.79,122.77,,7.0,123.84,
CIT-2019-0007,citrus,Hoedspruit_A,2024-2025,1,B2,5,20,2025-05-05,TM_02,164.94,10.32,2.03,91.56,4.25,11.0,135.99,23.78
CIT-2019-0007,citrus,Hoedspruit_A,2024-2025,3,B1,12,19,2025-06-09,KM_01,170.28,12.51,2.13,70.5,4.91,11.0,127.43,227.08
CIT-2019-0008,citrus,Hoedspruit_A,2024-2025,1,B2,11,10,2025-05-15,TM_01,176.1,11.11,1.03,80.68,1.84,0.0,111.2,216.61
CIT-2019-0008,citrus,Hoedspruit_A,2024-2025,2,B1,12,1,2025-05-10,TM_01,182.82,9.71,1.08,103.5,4.45,7.0,125.89,256.72
CIT-2019-0008,citrus,Hoedspruit_A,2024-2025,3,B2,6,24,2025-05-23,KM_01,158.15,11.13,1.75,74.43,4.07,10.0,121.12,215.96
CIT-2019-0009,citrus,Hoedspruit_A,2024-2025,1,B1,9,15,2025-05-05,TM_01,145.87,11.55,1.47,107.78,5.08,6.0,117.36,243.25
CIT-2019-0009,citrus,Hoedspruit_A,2024-2025,2,B2,8,18,2025-05-07,TM_02,155.8,11.42,0.75,86.8,4.64,17.0,121.63,259.94
CIT-2019-0009,citrus,Hoedspruit_A,2024-2025,3,B1,3,11,2025-06-12,TM_01,185.12,8.3,0.95,96.23,5.2,8.0,98.57,235.44
CIT-2019-0010,citrus,Hoedspruit_A,2024-2025,1,B3,2,6,2025-06-13,TM_01,,13.95,1.8,72.85,4.11,8.0,114.27,226.53
CIT-2019-0010,citrus,Hoedspruit_A,2024-2025,2,B3,3,22,2025-05-20,KM_01,169.21,12.6,0.23,98.34,6.15,3.0,153.62,251.1
CIT-2019-0010,citrus,Hoedspruit_A,2024-2025,3,B2,9,3,2025-06-03,TM_01,124.92,12.0,1.66,90.44,3.69,8.0,101.44,238.92
CIT-2019-0011,citrus,Hoedspruit_A,2024-2025,1,B2,5,1,2025-05-19,TM_01,129.8,11.89,0.51,81.29,4.81,9.0,144.28,239.37
CIT-2019-0011,citrus,Hoedspruit_A,2024-2025,2,B3,8,9,2025-05-17,KM_01,173.33,11.28,1.76,99.9,3.91,12.0,144.81,256.33
CIT-2019-0011,citrus,Hoedspruit_A,2024-2025,3,B1,12,14,2025-05-26,KM_01,191.14,8.89,1.12,60.37,5.85,2.0,158.35,234.76
CIT-2019-0012,citrus,Hoedspruit_A,2024-2025,1,B1,5,18,2025-06-05,TM_02,221.7,11.37,1.11,84.87,4.72,8.0,130.9,210.02
CIT-2019-0012,citrus,Hoedspruit_A,2024-2025,2,B2,10,22,2025-05-21,TM_01,210.86,11.43,,79.82,4.66,,86.02,233.15
CIT-2019-0012,citrus,Hoedspruit_A,2024-2025,3,B1,3,22,2025-05-15,KM_01,201.3,11.53,1.42,65.83,3.07,12.0,135.9,233.06
CIT-2019-0013,citrus,Hoedspruit_A,2024-2025,2,B1,5,10,2025-05-11,TM_02,152.9,13.17,1.41,83.87,5.25,5.0,136.68,214.5
CIT-2019-0013,citrus,Hoedspruit_A,2024-2025,3,B1,10,20,2025-05-06,TM_01,163.62,10.18,1.41,7.7,4.4,5.0,103.08,249.46
CIT-2019-0014,citrus,Hoedspruit_A,2024-2025,1,B1,3,10,2025-05-01,TM_01,170.6,11.48,0.84,90.81,4.98,9.0,102.04,239.13
CIT-2019-0014,citrus,Hoedspruit_A,2024-2025,2,B2,3,13,2025-06-13,TM_02,170.74,10.65,0.76,76.09,4.65,6.0,127.08,259.71
CIT-2019-0014,citrus,Hoedspruit_A,2024-2025,3,B3,14,23,2025-05-16,TM_02,187.64,12.48,1.39,73.76,3.68,6.0,144.1,251.88
CIT-2019-0015,citrus,Hoedspruit_A,2024-2025,1,B2,7,7,2025-06-10,TM_02,231.14,11.71,0.55,71.96,3.92,13.0,120.64,233.87
CIT-2019-0015,citrus,Hoedspruit_A,2024-2025,2,B2,5,3,2025-05-09,TM_02,198.7,11.45,0.98,62.03,5.28,8.0,105.55,224.72
CIT-2019-0015,citrus,Hoedspruit_A,2024-2025,3,B3,14,2,2025-05-27,KM_01,228.92,11.05,1.44,69.63,5.72,33.0,143.82,238.45
CIT-2019-0016,citrus,Hoedspruit_A,2024-2025,1,B3,6,6,2025-05-10,TM_01,174.52,10.35,1.31,82.97,3.95,10.0,143.25,232.41
CIT-2019-0016,citrus,Hoedspruit_A,2024-2025,2,B3,11,18,2025-06-11,TM_02,201.23,10.68,1.03,71.54,4.27,5.0,158.23,238.6
CIT-2019-0016,citrus,Hoedspruit_A,2024-2025,3,B1,14,18,2025-05-06,TM_02,197.48,10.38,0.72,64.34,3.53,6.0,124.41,230.44
CIT-2019-0017,citrus,Hoedspruit_A,2024-2025,1,B2,4,9,2025-05-31,TM_01,195.45,11.51,1.32,85.1,4.71,9.0,141.48,259.05
CIT-2019-0017,citrus,Hoedspruit_A,2024-2025,2,B2,8,18,2025-05-19,TM_01,206.47,10.97,1.06,95.2,4.55,8.0,136.78,257.86
CIT-2019-0017,citrus,Hoedspruit_A,2024-2025,3,B1,3,16,2025-06-05,KM_01,158.02,11.98,1.16,69.12,5.28,9.0,153.42,268.32
CIT-2020-0001,citrus,Hoedspruit_A,2024-2025,1,B3,13,18,2025-05-22,KM_01,170.33,10.23,0.72,78.71,4.06,8.0,86.5,261.54
CIT-2020-0001,citrus,Hoedspruit_A,2024-2025,2,B3,11,14,2025-05-28,KM_01,185.65,12.69,1.39,84.81,3.62,7.0,143.12,228.79
CIT-2020-0001,citrus,Hoedspruit_A,2024-2025,3,B1,3,23,2025-06-02,KM_01,210.61,8.63,0.84,79.69,3.78,0.0,146.64,216.73
CIT-2020-0002,citrus,Hoedspruit_A,2024-2025,1,B3,1,24,2025-05-29,KM_01,146.83,11.53,1.27,83.12,,7.0,85.99,232.15
CIT-2020-0002,citrus,Hoedspruit_A,2024-2025,2,B3,13,19,2025-06-04,TM_02,180.12,12.64,1.3,64.47,3.95,9.0,81.83,248.6
CIT-2020-0002,citrus,Hoedspruit_A,2024-2025,3,B3,4,6,2025-05-29,TM_01,176.49,11.36,1.27,79.2,5.11,10.0,101.66,237.21
CIT-2020-0003,citrus,Hoedspruit_A,2024-2025,1,B1,9,10,2025-05-22,TM_01,179.8,16.4,1.2,97.08,4.12,5.0,129.94,236.31
CIT-2020-0003,citrus,Hoedspruit_A,2024-2025,2,B3,13,20,2025-05-07,TM_02,173.14,11.45,1.11,92.12,4.43,9.0,139.91,248.87
CIT-2020-0003,citrus,Hoedspruit_A,2024-2025,3,B1,8,5,2025-05-22,TM_02,179.42,10.62,0.6,80.96,4.9,8.0,129.12,268.55
CIT-2020-0004,citrus,Hoedspruit_A,2024-2025,1,B2,3,5,2025-05-27,KM_01,187.97,10.64,1.22,87.54,6.03,10.0,133.36,238.2
CIT-2020-0004,citrus,Hoedspruit_A,2024-2025,2,B1,4,11,2025-05-17,KM_01,205.7,8.52,1.72,92.75,3.76,6.0,152.42,245.26
CIT-2020-0004,citrus,Hoedspruit_A,2024-2025,3,B1,11,20,2025-06-13,TM_02,196.41,12.64,1.49,77.84,3.98,8.0,131.21,232.19
CIT-2020-0005,citrus,Hoedspruit_A,2024-2025,1,B1,5,23,2025-05-06,TM_01,189.83,14.85,1.16,80.53,5.59,11.0,114.5,236.29
CIT-2020-0005,citrus,Hoedspruit_A,2024-2025,3,B1,11,10,2025-06-09,KM_01,189.01,13.07,0.89,90.21,5.19,9.0,159.32,
CIT-2020-0006,citrus,Hoedspruit_A,2024-2025,1,B3,14,4,2025-06-09,TM_01,204.15,11.85,0.63,84.96,4.63,3.0,94.38,243.15
CIT-2020-0006,citrus,Hoedspruit_A,2024-2025,2,B1,5,7,2025-05-03,TM_02,217.61,12.42,,69.55,5.16,7.0,104.66,236.27
CIT-2020-0006,citrus,Hoedspruit_A,2024-2025,3,B2,10,4,2025-05-26,KM_01,177.64,12.57,1.25,68.43,5.07,2.0,125.45,248.43
CIT-2020-0007,citrus,Hoedspruit_A,2024-2025,1,B1,1,6,2025-05-30,KM_01,199.03,10.28,1.41,99.23,,0.0,150.9,222.78
CIT-2020-0007,citrus,Hoedspruit_A,2024-2025,2,B2,14,14,2025-05-25,KM_01,174.87,13.3,1.06,81.92,3.38,6.0,173.56,223.55
CIT-2020-0007,citrus,Hoedspruit_A,2024-2025,3,B3,9,21,2025-05-14,TM_02,125.83,11.42,1.52,85.24,4.22,6.0,113.83,235.83
CIT-2020-0008,citrus,Hoedspruit_A,2024-2025,1,B1,8,3,2025-05-14,TM_02,194.89,12.89,0.94,79.54,3.77,13.0,131.65,222.8
CIT-2020-0008,citrus,Hoedspruit_A,2024-2025,2,B1,4,5,2025-05-26,KM_01,189.0,11.5,1.49,56.43,3.84,19.0,153.72,262.08
CIT-2020-0008,citrus,Hoedspruit_A,2024-2025,3,B3,14,24,2025-05-25,TM_02,193.45,11.55,1.36,71.39,3.95,10.0,100.97,217.71
CIT-2020-0009,citrus,Hoedspruit_A,2024-2025,1,B1,10,22,2025-06-11,TM_02,166.3,13.94,1.77,65.69,6.68,11.0,164.5,241.06
CIT-2020-0009,citrus,Hoedspruit_A,2024-2025,2,B3,9,18,2025-05-21,TM_02,133.23,12.28,1.58,80.74,6.39,7.0,137.3,193.86
CIT-2020-0009,citrus,Hoedspruit_A,2024-2025,3,B2,12,21,2025-05-16,KM_01,126.74,10.42,0.99,73.9,4.13,9.0,131.62,208.1
CIT-2020-0010,citrus,Hoedspruit_A,2024-2025,2,B2,2,15,2025-06-10,KM_01,190.73,11.68,1.46,70.89,4.28,6.0,131.73,229.61
CIT-2020-0010,citrus,Hoedspruit_A,2024-2025,3,B1,10,24,2025-06-13,KM_01,188.99,12.26,1.34,71.0,4.88,10.0,131.38,243.55
CIT-2020-0011,citrus,Hoedspruit_A,2024-2025,1,B1,12,13,2025-06-04,TM_01,189.2,12.39,0.65,84.45,4.61,4.0,110.48,251.09
CIT-2020-0011,citrus,Hoedspruit_A,2024-2025,2,B1,2,6,2025-05-13,TM_01,174.39,,1.1,77.15,4.03,7.0,111.47,216.95
CIT-2020-0011,citrus,Hoedspruit_A,2024-2025,3,B3,11,10,2025-05-26,TM_02,183.23,14.11,1.42,76.77,2.62,6.0,85.6,258.95
CIT-2020-0012,citrus,Hoedspruit_A,2024-2025,1,B2,13,15,2025-05-19,TM_02,162.54,11.97,1.27,68.89,5.7,7.0,127.51,240.53
CIT-2020-0012,citrus,Hoedspruit_A,2024-2025,2,B3,3,14,2025-06-03,KM_01,199.3,13.15,1.28,56.87,5.41,9.0,123.64,229.91
CIT-2020-0012,citrus,Hoedspruit_A,2024-2025,3,B1,9,16,2025-05-01,TM_01,159.29,11.59,1.6,78.34,3.98,10.0,100.87,241.0
CIT-2020-0013,citrus,Hoedspruit_A,2024-2025,1,B2,12,5,2025-05-28,KM_01,150.38,10.94,0.76,105.96,6.04,5.0,134.22,275.23
CIT-2020-0013,citrus,Hoedspruit_A,2024-2025,2,B2,3,10,2025-05-21,KM_01,203.18,10.71,0.77,83.34,5.02,10.0,81.87,244.67
CIT-2020-0013,citrus,Hoedspruit_A,2024-2025,3,B2,14,13,2025-05-03,TM_02,150.02,11.79,0.76,83.69,5.2,13.0,115.11,220.66
CIT-2020-0014,citrus,Hoedspruit_A,2024-2025,1,B3,13,4,2025-05-17,TM_01,190.58,9.26,0.77,64.48,4.19,8.0,89.47,273.71
CIT-2020-0014,citrus,Hoedspruit_A,2024-2025,2,B1,3,7,2025-06-06,KM_01,154.47,11.65,0.73,90.02,5.3,12.0,,239.82
CIT-2020-0014,citrus,Hoedspruit_A,2024-2025,3,B3,8,17,2025-05-01,TM_02,153.4,9.42,-0.07,74.01,5.34,13.0,112.69,245.18
CIT-2020-0015,citrus,Hoedspruit_A,2024-2025,1,B3,11,13,2025-05-11,KM_01,174.28,11.06,1.25,80.37,2.56,13.0,,230.69
CIT-2020-0015,citrus,Hoedspruit_A,2024-2025,2,B1,7,3,2025-05-21,TM_02,185.33,11.87,0.61,81.81,2.35,13.0,157.84,229.75
CIT-2020-0015,citrus,Hoedspruit_A,2024-2025,3,B2,11,7,2025-05-17,TM_02,201.25,11.54,0.87,79.42,3.68,8.0,132.2,624.96
CIT-2020-0016,citrus,Hoedspruit_A,2024-2025,1,B1,4,21,2025-05-26,TM_01,182.59,12.42,1.54,79.21,4.94,15.0,,213.49
CIT-2020-0016,citrus,Hoedspruit_A,2024-2025,2,B1,13,16,2025-06-04,TM_02,162.78,11.37,1.43,107.02,3.73,4.0,129.77,242.33
CIT-2020-0016,citrus,Hoedspruit_A,2024-2025,3,B1,11,19,2025-06-04,KM_01,127.83,11.67,1.6,90.31,4.38,12.0,131.11,241.72
CIT-2020-0017,citrus,Hoedspruit_A,2024-2025,1,B2,5,18,2025-05-25,TM_01,205.6,10.63,1.07,104.77,5.49,8.0,170.56,219.66
CIT-2020-0017,citrus,Hoedspruit_A,2024-2025,2,B1,6,20,2025-05-16,KM_01,181.62,9.99,1.1,82.78,3.72,12.0,129.59,206.47
CIT-2020-0017,citrus,Hoedspruit_A,2024-2025,3,B2,9,3,2025-05-01,KM_01,214.16,9.34,0.89,78.2,4.17,12.0,161.17,214.37
CIT-2021-0001,citrus,Hoedspruit_A,2024-2025,1,B1,8,9,2025-06-06,KM_01,,11.36,0.24,78.03,3.77,11.0,144.63,224.28
CIT-2021-0001,citrus,Hoedspruit_A,2024-2025,2,B3,6,7,2025-06-04,TM_01,203.77,10.84,0.52,76.33,5.87,8.0,116.02,240.66
CIT-2021-0001,citrus,Hoedspruit_A,2024-2025,3,B2,9,22,2025-05-11,TM_01,154.81,11.93,0.33,84.4,5.13,7.0,147.53,216.27
CIT-2021-0002,citrus,Hoedspruit_A,2024-2025,1,B1,3,10,2025-06-09,KM_01,187.35,10.61,1.3,40.53,3.93,6.0,112.51,230.19
CIT-2021-0002,citrus,Hoedspruit_A,2024-2025,2,B1,6,3,2025-05-01,TM_01,177.87,12.83,0.59,67.09,6.09,5.0,117.67,241.85
CIT-2021-0002,citrus,Hoedspruit_A,2024-2025,3,B1,10,7,2025-05-04,TM_01,163.62,12.51,1.31,91.73,3.45,6.0,107.5,237.1
CIT-2021-0003,citrus,Hoedspruit_A,2024-2025,1,B3,1,14,2025-05-09,TM_02,190.67,12.89,1.59,91.25,4.8,2.0,122.32,244.2
CIT-2021-0003,citrus,Hoedspruit_A,2024-2025,2,B2,12,15,2025-06-14,TM_02,188.45,13.65,1.3,82.08,6.89,4.0,114.37,239.76
CIT-2021-0003,citrus,Hoedspruit_A,2024-2025,3,B3,1,8,2025-05-05,KM_01,176.1,24.56,0.76,83.45,4.41,4.0,155.07,261.78
CIT-2021-0004,citrus,Hoedspruit_A,2024-2025,1,B1,7,13,2025-05-20,TM_02,192.21,11.44,0.67,5.74,5.5,6.0,97.43,213.49
CIT-2021-0004,citrus,Hoedspruit_A,2024-2025,2,B3,12,21,2025-05-27,TM_02,124.06,11.43,1.08,87.68,6.7,8.0,121.66,250.21
CIT-2021-0004,citrus,Hoedspruit_A,2024-2025,3,B1,10,1,2025-06-08,TM_02,168.32,10.08,0.23,74.78,5.92,6.0,111.36,219.31
CIT-2021-0005,citrus,Hoedspruit_A,2024-2025,1,B1,8,9,2025-06-14,TM_01,192.36,10.53,1.69,61.57,5.05,9.0,132.67,
CIT-2021-0005,citrus,Hoedspruit_A,2024-2025,2,B1,6,7,2025-05-17,TM_02,205.13,11.56,,75.4,3.04,6.0,116.62,249.61
CIT-2021-0005,citrus,Hoedspruit_A,2024-2025,3,B2,7,14,2025-05-08,TM_02,207.72,11.42,1.39,81.31,4.61,5.0,120.55,226.34
CIT-2021-0006,citrus,Hoedspruit_A,2024-2025,1,B2,5,14,2025-05-20,TM_01,152.63,12.27,1.54,57.08,4.17,12.0,137.85,246.88
CIT-2021-0006,citrus,Hoedspruit_A,2024-2025,2,B3,13,16,2025-05-15,TM_02,171.82,12.97,1.59,94.01,5.8,5.0,107.69,237.62
CIT-2021-0006,citrus,Hoedspruit_A,2024-2025,3,B3,12,5,2025-05-27,TM_01,160.26,13.4,1.04,64.97,4.1,7.0,148.95,248.13
CIT-2021-0007,citrus,Hoedspruit_A,2024-2025,1,B1,9,23,2025-05-03,TM_01,182.76,11.0,1.41,69.38,6.46,0.0,122.45,233.66
