video_id,gloss,split,processed_path,gloss_id
personal_1753428360,feel,train,processed_sequences\train\personal_1753428360.npy,0
personal_1753428360_aug0,feel,train,processed_sequences\train\personal_1753428360_aug0.npy,0
personal_1753428360_aug1,feel,train,processed_sequences\train\personal_1753428360_aug1.npy,0
personal_1753428360_aug2,feel,train,processed_sequences\train\personal_1753428360_aug2.npy,0
personal_1753428360_aug3,feel,train,processed_sequences\train\personal_1753428360_aug3.npy,0
personal_1753428360_aug4,feel,train,processed_sequences\train\personal_1753428360_aug4.npy,0
personal_1753428642,feel,train,processed_sequences\train\personal_1753428642.npy,0
personal_1753428642_aug0,feel,train,processed_sequences\train\personal_1753428642_aug0.npy,0
personal_1753428642_aug1,feel,train,processed_sequences\train\personal_1753428642_aug1.npy,0
personal_1753428642_aug2,feel,train,processed_sequences\train\personal_1753428642_aug2.npy,0
personal_1753428642_aug3,feel,train,processed_sequences\train\personal_1753428642_aug3.npy,0
personal_1753428642_aug4,feel,train,processed_sequences\train\personal_1753428642_aug4.npy,0
personal_1753428480,feel,train,processed_sequences\train\personal_1753428480.npy,0
personal_1753428480_aug0,feel,train,processed_sequences\train\personal_1753428480_aug0.npy,0
personal_1753428480_aug1,feel,train,processed_sequences\train\personal_1753428480_aug1.npy,0
personal_1753428480_aug2,feel,train,processed_sequences\train\personal_1753428480_aug2.npy,0
personal_1753428480_aug3,feel,train,processed_sequences\train\personal_1753428480_aug3.npy,0
personal_1753428480_aug4,feel,train,processed_sequences\train\personal_1753428480_aug4.npy,0
personal_1753428521,feel,train,processed_sequences\train\personal_1753428521.npy,0
personal_1753428521_aug0,feel,train,processed_sequences\train\personal_1753428521_aug0.npy,0
personal_1753428521_aug1,feel,train,processed_sequences\train\personal_1753428521_aug1.npy,0
personal_1753428521_aug2,feel,train,processed_sequences\train\personal_1753428521_aug2.npy,0
personal_1753428521_aug3,feel,train,processed_sequences\train\personal_1753428521_aug3.npy,0
personal_1753428521_aug4,feel,train,processed_sequences\train\personal_1753428521_aug4.npy,0
personal_1753428174,feel,train,processed_sequences\train\personal_1753428174.npy,0
personal_1753428174_aug0,feel,train,processed_sequences\train\personal_1753428174_aug0.npy,0
personal_1753428174_aug1,feel,train,processed_sequences\train\personal_1753428174_aug1.npy,0
personal_1753428174_aug2,feel,train,processed_sequences\train\personal_1753428174_aug2.npy,0
personal_1753428174_aug3,feel,train,processed_sequences\train\personal_1753428174_aug3.npy,0
personal_1753428174_aug4,feel,train,processed_sequences\train\personal_1753428174_aug4.npy,0
personal_1753428314,feel,train,processed_sequences\train\personal_1753428314.npy,0
personal_1753428314_aug0,feel,train,processed_sequences\train\personal_1753428314_aug0.npy,0
personal_1753428314_aug1,feel,train,processed_sequences\train\personal_1753428314_aug1.npy,0
personal_1753428314_aug2,feel,train,processed_sequences\train\personal_1753428314_aug2.npy,0
personal_1753428314_aug3,feel,train,processed_sequences\train\personal_1753428314_aug3.npy,0
personal_1753428314_aug4,feel,train,processed_sequences\train\personal_1753428314_aug4.npy,0
personal_1753428440,feel,train,processed_sequences\train\personal_1753428440.npy,0
personal_1753428440_aug0,feel,train,processed_sequences\train\personal_1753428440_aug0.npy,0
personal_1753428440_aug1,feel,train,processed_sequences\train\personal_1753428440_aug1.npy,0
personal_1753428440_aug2,feel,train,processed_sequences\train\personal_1753428440_aug2.npy,0
personal_1753428440_aug3,feel,train,processed_sequences\train\personal_1753428440_aug3.npy,0
personal_1753428440_aug4,feel,train,processed_sequences\train\personal_1753428440_aug4.npy,0
personal_1753428351,feel,train,processed_sequences\train\personal_1753428351.npy,0
personal_1753428351_aug0,feel,train,processed_sequences\train\personal_1753428351_aug0.npy,0
personal_1753428351_aug1,feel,train,processed_sequences\train\personal_1753428351_aug1.npy,0
personal_1753428351_aug2,feel,train,processed_sequences\train\personal_1753428351_aug2.npy,0
personal_1753428351_aug3,feel,train,processed_sequences\train\personal_1753428351_aug3.npy,0
personal_1753428351_aug4,feel,train,processed_sequences\train\personal_1753428351_aug4.npy,0
personal_1753428562,feel,train,processed_sequences\train\personal_1753428562.npy,0
personal_1753428562_aug0,feel,train,processed_sequences\train\personal_1753428562_aug0.npy,0
personal_1753428562_aug1,feel,train,processed_sequences\train\personal_1753428562_aug1.npy,0
personal_1753428562_aug2,feel,train,processed_sequences\train\personal_1753428562_aug2.npy,0
personal_1753428562_aug3,feel,train,processed_sequences\train\personal_1753428562_aug3.npy,0
personal_1753428562_aug4,feel,train,processed_sequences\train\personal_1753428562_aug4.npy,0
personal_1753428149,feel,train,processed_sequences\train\personal_1753428149.npy,0
personal_1753428149_aug0,feel,train,processed_sequences\train\personal_1753428149_aug0.npy,0
personal_1753428149_aug1,feel,train,processed_sequences\train\personal_1753428149_aug1.npy,0
personal_1753428149_aug2,feel,train,processed_sequences\train\personal_1753428149_aug2.npy,0
personal_1753428149_aug3,feel,train,processed_sequences\train\personal_1753428149_aug3.npy,0
personal_1753428149_aug4,feel,train,processed_sequences\train\personal_1753428149_aug4.npy,0
personal_1753428208,feel,train,processed_sequences\train\personal_1753428208.npy,0
personal_1753428208_aug0,feel,train,processed_sequences\train\personal_1753428208_aug0.npy,0
personal_1753428208_aug1,feel,train,processed_sequences\train\personal_1753428208_aug1.npy,0
personal_1753428208_aug2,feel,train,processed_sequences\train\personal_1753428208_aug2.npy,0
personal_1753428208_aug3,feel,train,processed_sequences\train\personal_1753428208_aug3.npy,0
personal_1753428208_aug4,feel,train,processed_sequences\train\personal_1753428208_aug4.npy,0
personal_1753428191,feel,train,processed_sequences\train\personal_1753428191.npy,0
personal_1753428191_aug0,feel,train,processed_sequences\train\personal_1753428191_aug0.npy,0
personal_1753428191_aug1,feel,train,processed_sequences\train\personal_1753428191_aug1.npy,0
personal_1753428191_aug2,feel,train,processed_sequences\train\personal_1753428191_aug2.npy,0
personal_1753428191_aug3,feel,train,processed_sequences\train\personal_1753428191_aug3.npy,0
personal_1753428191_aug4,feel,train,processed_sequences\train\personal_1753428191_aug4.npy,0
personal_1753428541,feel,train,processed_sequences\train\personal_1753428541.npy,0
personal_1753428541_aug0,feel,train,processed_sequences\train\personal_1753428541_aug0.npy,0
personal_1753428541_aug1,feel,train,processed_sequences\train\personal_1753428541_aug1.npy,0
personal_1753428541_aug2,feel,train,processed_sequences\train\personal_1753428541_aug2.npy,0
personal_1753428541_aug3,feel,train,processed_sequences\train\personal_1753428541_aug3.npy,0
personal_1753428541_aug4,feel,train,processed_sequences\train\personal_1753428541_aug4.npy,0
personal_1753428141,feel,train,processed_sequences\train\personal_1753428141.npy,0
personal_1753428141_aug0,feel,train,processed_sequences\train\personal_1753428141_aug0.npy,0
personal_1753428141_aug1,feel,train,processed_sequences\train\personal_1753428141_aug1.npy,0
personal_1753428141_aug2,feel,train,processed_sequences\train\personal_1753428141_aug2.npy,0
personal_1753428141_aug3,feel,train,processed_sequences\train\personal_1753428141_aug3.npy,0
personal_1753428141_aug4,feel,train,processed_sequences\train\personal_1753428141_aug4.npy,0
personal_1753428166,feel,train,processed_sequences\train\personal_1753428166.npy,0
personal_1753428166_aug0,feel,train,processed_sequences\train\personal_1753428166_aug0.npy,0
personal_1753428166_aug1,feel,train,processed_sequences\train\personal_1753428166_aug1.npy,0
personal_1753428166_aug2,feel,train,processed_sequences\train\personal_1753428166_aug2.npy,0
personal_1753428166_aug3,feel,train,processed_sequences\train\personal_1753428166_aug3.npy,0
personal_1753428166_aug4,feel,train,processed_sequences\train\personal_1753428166_aug4.npy,0
personal_1753428199,feel,train,processed_sequences\train\personal_1753428199.npy,0
personal_1753428199_aug0,feel,train,processed_sequences\train\personal_1753428199_aug0.npy,0
personal_1753428199_aug1,feel,train,processed_sequences\train\personal_1753428199_aug1.npy,0
personal_1753428199_aug2,feel,train,processed_sequences\train\personal_1753428199_aug2.npy,0
personal_1753428199_aug3,feel,train,processed_sequences\train\personal_1753428199_aug3.npy,0
personal_1753428199_aug4,feel,train,processed_sequences\train\personal_1753428199_aug4.npy,0
personal_1753428342,feel,train,processed_sequences\train\personal_1753428342.npy,0
personal_1753428342_aug0,feel,train,processed_sequences\train\personal_1753428342_aug0.npy,0
personal_1753428342_aug1,feel,train,processed_sequences\train\personal_1753428342_aug1.npy,0
personal_1753428342_aug2,feel,train,processed_sequences\train\personal_1753428342_aug2.npy,0
personal_1753428342_aug3,feel,train,processed_sequences\train\personal_1753428342_aug3.npy,0
personal_1753428342_aug4,feel,train,processed_sequences\train\personal_1753428342_aug4.npy,0
personal_1753428625,feel,train,processed_sequences\train\personal_1753428625.npy,0
personal_1753428625_aug0,feel,train,processed_sequences\train\personal_1753428625_aug0.npy,0
personal_1753428625_aug1,feel,train,processed_sequences\train\personal_1753428625_aug1.npy,0
personal_1753428625_aug2,feel,train,processed_sequences\train\personal_1753428625_aug2.npy,0
personal_1753428625_aug3,feel,train,processed_sequences\train\personal_1753428625_aug3.npy,0
personal_1753428625_aug4,feel,train,processed_sequences\train\personal_1753428625_aug4.npy,0
personal_1753428450,feel,train,processed_sequences\train\personal_1753428450.npy,0
personal_1753428450_aug0,feel,train,processed_sequences\train\personal_1753428450_aug0.npy,0
personal_1753428450_aug1,feel,train,processed_sequences\train\personal_1753428450_aug1.npy,0
personal_1753428450_aug2,feel,train,processed_sequences\train\personal_1753428450_aug2.npy,0
personal_1753428450_aug3,feel,train,processed_sequences\train\personal_1753428450_aug3.npy,0
personal_1753428450_aug4,feel,train,processed_sequences\train\personal_1753428450_aug4.npy,0
personal_1753428598,feel,train,processed_sequences\train\personal_1753428598.npy,0
personal_1753428598_aug0,feel,train,processed_sequences\train\personal_1753428598_aug0.npy,0
personal_1753428598_aug1,feel,train,processed_sequences\train\personal_1753428598_aug1.npy,0
personal_1753428598_aug2,feel,train,processed_sequences\train\personal_1753428598_aug2.npy,0
personal_1753428598_aug3,feel,train,processed_sequences\train\personal_1753428598_aug3.npy,0
personal_1753428598_aug4,feel,train,processed_sequences\train\personal_1753428598_aug4.npy,0
personal_1753428490,feel,train,processed_sequences\train\personal_1753428490.npy,0
personal_1753428490_aug0,feel,train,processed_sequences\train\personal_1753428490_aug0.npy,0
personal_1753428490_aug1,feel,train,processed_sequences\train\personal_1753428490_aug1.npy,0
personal_1753428490_aug2,feel,train,processed_sequences\train\personal_1753428490_aug2.npy,0
personal_1753428490_aug3,feel,train,processed_sequences\train\personal_1753428490_aug3.npy,0
personal_1753428490_aug4,feel,train,processed_sequences\train\personal_1753428490_aug4.npy,0
personal_1753428157,feel,train,processed_sequences\train\personal_1753428157.npy,0
personal_1753428157_aug0,feel,train,processed_sequences\train\personal_1753428157_aug0.npy,0
personal_1753428157_aug1,feel,train,processed_sequences\train\personal_1753428157_aug1.npy,0
personal_1753428157_aug2,feel,train,processed_sequences\train\personal_1753428157_aug2.npy,0
personal_1753428157_aug3,feel,train,processed_sequences\train\personal_1753428157_aug3.npy,0
personal_1753428157_aug4,feel,train,processed_sequences\train\personal_1753428157_aug4.npy,0
personal_1753428399,feel,train,processed_sequences\train\personal_1753428399.npy,0
personal_1753428399_aug0,feel,train,processed_sequences\train\personal_1753428399_aug0.npy,0
personal_1753428399_aug1,feel,train,processed_sequences\train\personal_1753428399_aug1.npy,0
personal_1753428399_aug2,feel,train,processed_sequences\train\personal_1753428399_aug2.npy,0
personal_1753428399_aug3,feel,train,processed_sequences\train\personal_1753428399_aug3.npy,0
personal_1753428399_aug4,feel,train,processed_sequences\train\personal_1753428399_aug4.npy,0
personal_1753428589,feel,train,processed_sequences\train\personal_1753428589.npy,0
personal_1753428589_aug0,feel,train,processed_sequences\train\personal_1753428589_aug0.npy,0
personal_1753428589_aug1,feel,train,processed_sequences\train\personal_1753428589_aug1.npy,0
personal_1753428589_aug2,feel,train,processed_sequences\train\personal_1753428589_aug2.npy,0
personal_1753428589_aug3,feel,train,processed_sequences\train\personal_1753428589_aug3.npy,0
personal_1753428589_aug4,feel,train,processed_sequences\train\personal_1753428589_aug4.npy,0
personal_1753428580,feel,train,processed_sequences\train\personal_1753428580.npy,0
personal_1753428580_aug0,feel,train,processed_sequences\train\personal_1753428580_aug0.npy,0
personal_1753428580_aug1,feel,train,processed_sequences\train\personal_1753428580_aug1.npy,0
personal_1753428580_aug2,feel,train,processed_sequences\train\personal_1753428580_aug2.npy,0
personal_1753428580_aug3,feel,train,processed_sequences\train\personal_1753428580_aug3.npy,0
personal_1753428580_aug4,feel,train,processed_sequences\train\personal_1753428580_aug4.npy,0
personal_1753428116,feel,val,processed_sequences\val\personal_1753428116.npy,0
personal_1753428323,feel,val,processed_sequences\val\personal_1753428323.npy,0
personal_1753428571,feel,val,processed_sequences\val\personal_1753428571.npy,0
personal_1753428369,feel,val,processed_sequences\val\personal_1753428369.npy,0
personal_1753428531,feel,val,processed_sequences\val\personal_1753428531.npy,0
personal_1753428226,feel,val,processed_sequences\val\personal_1753428226.npy,0
personal_1753428430,feel,val,processed_sequences\val\personal_1753428430.npy,0
personal_1753428511,feel,val,processed_sequences\val\personal_1753428511.npy,0
personal_1753428217,feel,test,processed_sequences\test\personal_1753428217.npy,0
personal_1753428553,feel,test,processed_sequences\test\personal_1753428553.npy,0
personal_1753428460,feel,test,processed_sequences\test\personal_1753428460.npy,0
personal_1753428607,feel,test,processed_sequences\test\personal_1753428607.npy,0
personal_1753428333,feel,test,processed_sequences\test\personal_1753428333.npy,0
personal_1753428634,feel,test,processed_sequences\test\personal_1753428634.npy,0
personal_1753428420,feel,test,processed_sequences\test\personal_1753428420.npy,0
personal_1753428409,feel,test,processed_sequences\test\personal_1753428409.npy,0
personal_1753086030,blue,train,processed_sequences\train\personal_1753086030.npy,1
personal_1753086030_aug0,blue,train,processed_sequences\train\personal_1753086030_aug0.npy,1
personal_1753086030_aug1,blue,train,processed_sequences\train\personal_1753086030_aug1.npy,1
personal_1753086030_aug2,blue,train,processed_sequences\train\personal_1753086030_aug2.npy,1
personal_1753086030_aug3,blue,train,processed_sequences\train\personal_1753086030_aug3.npy,1
personal_1753086030_aug4,blue,train,processed_sequences\train\personal_1753086030_aug4.npy,1
personal_1753262605,blue,train,processed_sequences\train\personal_1753262605.npy,1
personal_1753262605_aug0,blue,train,processed_sequences\train\personal_1753262605_aug0.npy,1
personal_1753262605_aug1,blue,train,processed_sequences\train\personal_1753262605_aug1.npy,1
personal_1753262605_aug2,blue,train,processed_sequences\train\personal_1753262605_aug2.npy,1
personal_1753262605_aug3,blue,train,processed_sequences\train\personal_1753262605_aug3.npy,1
personal_1753262605_aug4,blue,train,processed_sequences\train\personal_1753262605_aug4.npy,1
personal_1753262383,blue,train,processed_sequences\train\personal_1753262383.npy,1
personal_1753262383_aug0,blue,train,processed_sequences\train\personal_1753262383_aug0.npy,1
personal_1753262383_aug1,blue,train,processed_sequences\train\personal_1753262383_aug1.npy,1
personal_1753262383_aug2,blue,train,processed_sequences\train\personal_1753262383_aug2.npy,1
personal_1753262383_aug3,blue,train,processed_sequences\train\personal_1753262383_aug3.npy,1
personal_1753262383_aug4,blue,train,processed_sequences\train\personal_1753262383_aug4.npy,1
personal_1753262509,blue,train,processed_sequences\train\personal_1753262509.npy,1
personal_1753262509_aug0,blue,train,processed_sequences\train\personal_1753262509_aug0.npy,1
personal_1753262509_aug1,blue,train,processed_sequences\train\personal_1753262509_aug1.npy,1
personal_1753262509_aug2,blue,train,processed_sequences\train\personal_1753262509_aug2.npy,1
personal_1753262509_aug3,blue,train,processed_sequences\train\personal_1753262509_aug3.npy,1
personal_1753262509_aug4,blue,train,processed_sequences\train\personal_1753262509_aug4.npy,1
personal_1753262462,blue,train,processed_sequences\train\personal_1753262462.npy,1
personal_1753262462_aug0,blue,train,processed_sequences\train\personal_1753262462_aug0.npy,1
personal_1753262462_aug1,blue,train,processed_sequences\train\personal_1753262462_aug1.npy,1
personal_1753262462_aug2,blue,train,processed_sequences\train\personal_1753262462_aug2.npy,1
personal_1753262462_aug3,blue,train,processed_sequences\train\personal_1753262462_aug3.npy,1
personal_1753262462_aug4,blue,train,processed_sequences\train\personal_1753262462_aug4.npy,1
personal_1753085957,blue,train,processed_sequences\train\personal_1753085957.npy,1
personal_1753085957_aug0,blue,train,processed_sequences\train\personal_1753085957_aug0.npy,1
personal_1753085957_aug1,blue,train,processed_sequences\train\personal_1753085957_aug1.npy,1
personal_1753085957_aug2,blue,train,processed_sequences\train\personal_1753085957_aug2.npy,1
personal_1753085957_aug3,blue,train,processed_sequences\train\personal_1753085957_aug3.npy,1
personal_1753085957_aug4,blue,train,processed_sequences\train\personal_1753085957_aug4.npy,1
personal_1753366808,blue,train,processed_sequences\train\personal_1753366808.npy,1
personal_1753366808_aug0,blue,train,processed_sequences\train\personal_1753366808_aug0.npy,1
personal_1753366808_aug1,blue,train,processed_sequences\train\personal_1753366808_aug1.npy,1
personal_1753366808_aug2,blue,train,processed_sequences\train\personal_1753366808_aug2.npy,1
personal_1753366808_aug3,blue,train,processed_sequences\train\personal_1753366808_aug3.npy,1
personal_1753366808_aug4,blue,train,processed_sequences\train\personal_1753366808_aug4.npy,1
personal_1753262586,blue,train,processed_sequences\train\personal_1753262586.npy,1
personal_1753262586_aug0,blue,train,processed_sequences\train\personal_1753262586_aug0.npy,1
personal_1753262586_aug1,blue,train,processed_sequences\train\personal_1753262586_aug1.npy,1
personal_1753262586_aug2,blue,train,processed_sequences\train\personal_1753262586_aug2.npy,1
personal_1753262586_aug3,blue,train,processed_sequences\train\personal_1753262586_aug3.npy,1
personal_1753262586_aug4,blue,train,processed_sequences\train\personal_1753262586_aug4.npy,1
personal_1753262351,blue,train,processed_sequences\train\personal_1753262351.npy,1
personal_1753262351_aug0,blue,train,processed_sequences\train\personal_1753262351_aug0.npy,1
personal_1753262351_aug1,blue,train,processed_sequences\train\personal_1753262351_aug1.npy,1
personal_1753262351_aug2,blue,train,processed_sequences\train\personal_1753262351_aug2.npy,1
personal_1753262351_aug3,blue,train,processed_sequences\train\personal_1753262351_aug3.npy,1
personal_1753262351_aug4,blue,train,processed_sequences\train\personal_1753262351_aug4.npy,1
personal_1753085912,blue,train,processed_sequences\train\personal_1753085912.npy,1
personal_1753085912_aug0,blue,train,processed_sequences\train\personal_1753085912_aug0.npy,1
personal_1753085912_aug1,blue,train,processed_sequences\train\personal_1753085912_aug1.npy,1
personal_1753085912_aug2,blue,train,processed_sequences\train\personal_1753085912_aug2.npy,1
personal_1753085912_aug3,blue,train,processed_sequences\train\personal_1753085912_aug3.npy,1
personal_1753085912_aug4,blue,train,processed_sequences\train\personal_1753085912_aug4.npy,1
personal_1753366800,blue,train,processed_sequences\train\personal_1753366800.npy,1
personal_1753366800_aug0,blue,train,processed_sequences\train\personal_1753366800_aug0.npy,1
personal_1753366800_aug1,blue,train,processed_sequences\train\personal_1753366800_aug1.npy,1
personal_1753366800_aug2,blue,train,processed_sequences\train\personal_1753366800_aug2.npy,1
personal_1753366800_aug3,blue,train,processed_sequences\train\personal_1753366800_aug3.npy,1
personal_1753366800_aug4,blue,train,processed_sequences\train\personal_1753366800_aug4.npy,1
personal_1753085855,blue,train,processed_sequences\train\personal_1753085855.npy,1
personal_1753085855_aug0,blue,train,processed_sequences\train\personal_1753085855_aug0.npy,1
personal_1753085855_aug1,blue,train,processed_sequences\train\personal_1753085855_aug1.npy,1
personal_1753085855_aug2,blue,train,processed_sequences\train\personal_1753085855_aug2.npy,1
personal_1753085855_aug3,blue,train,processed_sequences\train\personal_1753085855_aug3.npy,1
personal_1753085855_aug4,blue,train,processed_sequences\train\personal_1753085855_aug4.npy,1
personal_1753206699,blue,train,processed_sequences\train\personal_1753206699.npy,1
personal_1753206699_aug0,blue,train,processed_sequences\train\personal_1753206699_aug0.npy,1
personal_1753206699_aug1,blue,train,processed_sequences\train\personal_1753206699_aug1.npy,1
personal_1753206699_aug2,blue,train,processed_sequences\train\personal_1753206699_aug2.npy,1
personal_1753206699_aug3,blue,train,processed_sequences\train\personal_1753206699_aug3.npy,1
personal_1753206699_aug4,blue,train,processed_sequences\train\personal_1753206699_aug4.npy,1
personal_1753262471,blue,train,processed_sequences\train\personal_1753262471.npy,1
personal_1753262471_aug0,blue,train,processed_sequences\train\personal_1753262471_aug0.npy,1
personal_1753262471_aug1,blue,train,processed_sequences\train\personal_1753262471_aug1.npy,1
personal_1753262471_aug2,blue,train,processed_sequences\train\personal_1753262471_aug2.npy,1
personal_1753262471_aug3,blue,train,processed_sequences\train\personal_1753262471_aug3.npy,1
personal_1753262471_aug4,blue,train,processed_sequences\train\personal_1753262471_aug4.npy,1
personal_1753262391,blue,train,processed_sequences\train\personal_1753262391.npy,1
personal_1753262391_aug0,blue,train,processed_sequences\train\personal_1753262391_aug0.npy,1
personal_1753262391_aug1,blue,train,processed_sequences\train\personal_1753262391_aug1.npy,1
personal_1753262391_aug2,blue,train,processed_sequences\train\personal_1753262391_aug2.npy,1
personal_1753262391_aug3,blue,train,processed_sequences\train\personal_1753262391_aug3.npy,1
personal_1753262391_aug4,blue,train,processed_sequences\train\personal_1753262391_aug4.npy,1
personal_1753085872,blue,train,processed_sequences\train\personal_1753085872.npy,1
personal_1753085872_aug0,blue,train,processed_sequences\train\personal_1753085872_aug0.npy,1
personal_1753085872_aug1,blue,train,processed_sequences\train\personal_1753085872_aug1.npy,1
personal_1753085872_aug2,blue,train,processed_sequences\train\personal_1753085872_aug2.npy,1
personal_1753085872_aug3,blue,train,processed_sequences\train\personal_1753085872_aug3.npy,1
personal_1753085872_aug4,blue,train,processed_sequences\train\personal_1753085872_aug4.npy,1
personal_1753175426,blue,train,processed_sequences\train\personal_1753175426.npy,1
personal_1753175426_aug0,blue,train,processed_sequences\train\personal_1753175426_aug0.npy,1
personal_1753175426_aug1,blue,train,processed_sequences\train\personal_1753175426_aug1.npy,1
personal_1753175426_aug2,blue,train,processed_sequences\train\personal_1753175426_aug2.npy,1
personal_1753175426_aug3,blue,train,processed_sequences\train\personal_1753175426_aug3.npy,1
personal_1753175426_aug4,blue,train,processed_sequences\train\personal_1753175426_aug4.npy,1
personal_1753262500,blue,train,processed_sequences\train\personal_1753262500.npy,1
personal_1753262500_aug0,blue,train,processed_sequences\train\personal_1753262500_aug0.npy,1
personal_1753262500_aug1,blue,train,processed_sequences\train\personal_1753262500_aug1.npy,1
personal_1753262500_aug2,blue,train,processed_sequences\train\personal_1753262500_aug2.npy,1
personal_1753262500_aug3,blue,train,processed_sequences\train\personal_1753262500_aug3.npy,1
personal_1753262500_aug4,blue,train,processed_sequences\train\personal_1753262500_aug4.npy,1
personal_1753262327,blue,train,processed_sequences\train\personal_1753262327.npy,1
personal_1753262327_aug0,blue,train,processed_sequences\train\personal_1753262327_aug0.npy,1
personal_1753262327_aug1,blue,train,processed_sequences\train\personal_1753262327_aug1.npy,1
personal_1753262327_aug2,blue,train,processed_sequences\train\personal_1753262327_aug2.npy,1
personal_1753262327_aug3,blue,train,processed_sequences\train\personal_1753262327_aug3.npy,1
personal_1753262327_aug4,blue,train,processed_sequences\train\personal_1753262327_aug4.npy,1
personal_1753206761,blue,train,processed_sequences\train\personal_1753206761.npy,1
personal_1753206761_aug0,blue,train,processed_sequences\train\personal_1753206761_aug0.npy,1
personal_1753206761_aug1,blue,train,processed_sequences\train\personal_1753206761_aug1.npy,1
